Tue Jun 17 08:49:10 UTC 2025 Starting regionserver on 4fdf0e11b739
core file size          (blocks, -c) 0
2025-06-17T08:49:29,242 INFO  [StoreOpener-1588230740-1] compactions.CompactionConfiguration: size [minCompactSize:128 MB, maxCompactSize:8.00 EB, offPeakMaxCompactSize:8.00 EB); files [minFilesToCompact:3, maxFilesToCompact:10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory, region 1588230740 columnFamilyName info
2025-06-17T08:49:29,251 INFO  [StoreOpener-1588230740-1] storefiletracker.StoreFileTrackerFactory: instantiating StoreFileTracker impl org.apache.hadoop.hbase.regionserver.storefiletracker.DefaultStoreFileTracker
2025-06-17T08:49:29,259 INFO  [StoreOpener-1588230740-1] regionserver.HStore: Store=1588230740/info,  memstore type=DefaultMemStore, storagePolicy=NONE, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=ROW_INDEX_V1, compression=NONE
2025-06-17T08:49:29,259 INFO  [StoreOpener-1588230740-1] regionserver.HStore: Created cacheConfig: cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false, for column family rep_barrier of region 1588230740 
2025-06-17T08:49:29,265 INFO  [StoreOpener-1588230740-1] compactions.CompactionConfiguration: size [minCompactSize:128 MB, maxCompactSize:8.00 EB, offPeakMaxCompactSize:8.00 EB); files [minFilesToCompact:3, maxFilesToCompact:10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory, region 1588230740 columnFamilyName rep_barrier
2025-06-17T08:49:29,267 INFO  [StoreOpener-1588230740-1] storefiletracker.StoreFileTrackerFactory: instantiating StoreFileTracker impl org.apache.hadoop.hbase.regionserver.storefiletracker.DefaultStoreFileTracker
2025-06-17T08:49:29,270 INFO  [StoreOpener-1588230740-1] regionserver.HStore: Store=1588230740/rep_barrier,  memstore type=DefaultMemStore, storagePolicy=NONE, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=ROW_INDEX_V1, compression=NONE
2025-06-17T08:49:29,271 INFO  [StoreOpener-1588230740-1] regionserver.HStore: Created cacheConfig: cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false, for column family table of region 1588230740 
2025-06-17T08:49:29,275 INFO  [StoreOpener-1588230740-1] compactions.CompactionConfiguration: size [minCompactSize:128 MB, maxCompactSize:8.00 EB, offPeakMaxCompactSize:8.00 EB); files [minFilesToCompact:3, maxFilesToCompact:10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory, region 1588230740 columnFamilyName table
2025-06-17T08:49:29,275 INFO  [StoreOpener-1588230740-1] storefiletracker.StoreFileTrackerFactory: instantiating StoreFileTracker impl org.apache.hadoop.hbase.regionserver.storefiletracker.DefaultStoreFileTracker
2025-06-17T08:49:29,278 INFO  [StoreOpener-1588230740-1] regionserver.HStore: Store=1588230740/table,  memstore type=DefaultMemStore, storagePolicy=NONE, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=ROW_INDEX_V1, compression=NONE
2025-06-17T08:49:29,362 INFO  [RS_OPEN_META-regionserver/4fdf0e11b739:16020-0] regionserver.HRegion: Opened 1588230740; next sequenceid=2; SteppingSplitPolicysuper{IncreasingToUpperBoundRegionSplitPolicy{initialSize=268435456, ConstantSizeRegionSplitPolicy{desiredMaxFileSize=9617893120, jitterRate=-0.10426390171051025}}}, FlushLargeStoresPolicy{flushSizeLowerBound=44739242}
2025-06-17T08:49:29,416 INFO  [RS_OPEN_META-regionserver/4fdf0e11b739:16020-0] regionserver.HRegionServer: Post open deploy tasks for hbase:meta,,1.1588230740, pid=3, masterSystemTime=1750150168703
2025-06-17T08:49:29,458 INFO  [RS_OPEN_META-regionserver/4fdf0e11b739:16020-0] handler.AssignRegionHandler: Opened hbase:meta,,1.1588230740
2025-06-17T08:49:35,014 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/4fdf0e11b739:16020-0] handler.AssignRegionHandler: Open hbase:namespace,,1750150174278.48e6e558fbe7d28989b7535d829f9bc0.
2025-06-17T08:49:35,026 INFO  [StoreOpener-48e6e558fbe7d28989b7535d829f9bc0-1] regionserver.HStore: Created cacheConfig: cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false, for column family info of region 48e6e558fbe7d28989b7535d829f9bc0 
2025-06-17T08:49:35,032 INFO  [StoreOpener-48e6e558fbe7d28989b7535d829f9bc0-1] compactions.CompactionConfiguration: size [minCompactSize:128 MB, maxCompactSize:8.00 EB, offPeakMaxCompactSize:8.00 EB); files [minFilesToCompact:3, maxFilesToCompact:10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory, region 48e6e558fbe7d28989b7535d829f9bc0 columnFamilyName info
2025-06-17T08:49:35,032 INFO  [StoreOpener-48e6e558fbe7d28989b7535d829f9bc0-1] storefiletracker.StoreFileTrackerFactory: instantiating StoreFileTracker impl org.apache.hadoop.hbase.regionserver.storefiletracker.DefaultStoreFileTracker
2025-06-17T08:49:35,033 INFO  [StoreOpener-48e6e558fbe7d28989b7535d829f9bc0-1] regionserver.HStore: Store=48e6e558fbe7d28989b7535d829f9bc0/info,  memstore type=DefaultMemStore, storagePolicy=NONE, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=NONE, compression=NONE
2025-06-17T08:49:35,076 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/4fdf0e11b739:16020-0] regionserver.HRegion: Opened 48e6e558fbe7d28989b7535d829f9bc0; next sequenceid=2; SteppingSplitPolicysuper{IncreasingToUpperBoundRegionSplitPolicy{initialSize=268435456, ConstantSizeRegionSplitPolicy{desiredMaxFileSize=11388898400, jitterRate=0.06067381799221039}}}, FlushLargeStoresPolicy{flushSizeLowerBound=-1}
2025-06-17T08:49:35,084 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/4fdf0e11b739:16020-0] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1750150174278.48e6e558fbe7d28989b7535d829f9bc0., pid=6, masterSystemTime=1750150174988
2025-06-17T08:49:35,096 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/4fdf0e11b739:16020-0] handler.AssignRegionHandler: Opened hbase:namespace,,1750150174278.48e6e558fbe7d28989b7535d829f9bc0.
2025-06-17T08:49:35,260 INFO  [HBase-Metrics2-1] impl.GlobalMetricRegistriesAdapter: Registering RegionServer,sub=Coprocessor.Region.CP_org.apache.hadoop.hbase.coprocessor.MultiRowMutationEndpoint Metrics about HBase RegionObservers
2025-06-17T08:54:16,417 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=1.02 MB, freeSize=1.36 GB, max=1.36 GB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=29, evicted=0, evictedPerRun=0.0
2025-06-17T08:54:25,075 INFO  [4fdf0e11b739:16020Replication Statistics #0] regionserver.Replication: Global stats: WAL Edits Buffer Used=0B, Limit=268435456B

2025-06-17T08:54:34,981 INFO  [regionserver/4fdf0e11b739:16020.Chore.1] regionserver.HRegionServer: MemstoreFlusherChore requesting flush of hbase:meta,,1.1588230740 because 1588230740/info has an old edit so flush to free WALs after random delay 270972 ms
2025-06-17T08:54:44,976 INFO  [regionserver/4fdf0e11b739:16020.Chore.1] regionserver.HRegionServer: MemstoreFlusherChore requesting flush of hbase:namespace,,1750150174278.48e6e558fbe7d28989b7535d829f9bc0. because 48e6e558fbe7d28989b7535d829f9bc0/info has an old edit so flush to free WALs after random delay 270628 ms
2025-06-17T08:59:05,971 INFO  [MemStoreFlusher.0] regionserver.HRegion: Flushing 1588230740 3/3 column families, dataSize=1.23 KB heapSize=2.87 KB
2025-06-17T08:59:06,363 INFO  [MemStoreFlusher.0] regionserver.DefaultStoreFlusher: Flushed memstore data size=1.14 KB at sequenceid=9 (bloomFilter=true), to=hdfs://atlas-hadoop:9000/hbase/data/hbase/meta/1588230740/.tmp/info/0704106bf41846f08fe61c80568dae40
2025-06-17T08:59:07,039 INFO  [MemStoreFlusher.0] regionserver.DefaultStoreFlusher: Flushed memstore data size=94 B at sequenceid=9 (bloomFilter=true), to=hdfs://atlas-hadoop:9000/hbase/data/hbase/meta/1588230740/.tmp/table/8e7e9de31a80439e80e5653904a3a901
2025-06-17T08:59:07,108 INFO  [MemStoreFlusher.0] regionserver.HStore: Added hdfs://atlas-hadoop:9000/hbase/data/hbase/meta/1588230740/info/0704106bf41846f08fe61c80568dae40, entries=10, sequenceid=9, filesize=6.3 K
2025-06-17T08:59:07,259 INFO  [MemStoreFlusher.0] regionserver.HStore: Added hdfs://atlas-hadoop:9000/hbase/data/hbase/meta/1588230740/table/8e7e9de31a80439e80e5653904a3a901, entries=2, sequenceid=9, filesize=5.0 K
2025-06-17T08:59:07,284 INFO  [MemStoreFlusher.0] regionserver.HRegion: Finished flush of dataSize ~1.23 KB/1264, heapSize ~2.59 KB/2648, currentSize=0 B/0 for 1588230740 in 1316ms, sequenceid=9, compaction requested=false
2025-06-17T08:59:15,605 INFO  [MemStoreFlusher.0] regionserver.HRegion: Flushing 48e6e558fbe7d28989b7535d829f9bc0 1/1 column families, dataSize=78 B heapSize=488 B
2025-06-17T08:59:16,081 INFO  [MemStoreFlusher.0] regionserver.DefaultStoreFlusher: Flushed memstore data size=78 B at sequenceid=6 (bloomFilter=true), to=hdfs://atlas-hadoop:9000/hbase/data/hbase/namespace/48e6e558fbe7d28989b7535d829f9bc0/.tmp/info/0a2edb2650444b76a10827e297523f79
2025-06-17T08:59:16,160 INFO  [MemStoreFlusher.0] regionserver.HStore: Added hdfs://atlas-hadoop:9000/hbase/data/hbase/namespace/48e6e558fbe7d28989b7535d829f9bc0/info/0a2edb2650444b76a10827e297523f79, entries=2, sequenceid=6, filesize=4.8 K
2025-06-17T08:59:16,170 INFO  [MemStoreFlusher.0] regionserver.HRegion: Finished flush of dataSize ~78 B/78, heapSize ~472 B/472, currentSize=0 B/0 for 48e6e558fbe7d28989b7535d829f9bc0 in 564ms, sequenceid=6, compaction requested=false
2025-06-17T08:59:16,413 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=1.02 MB, freeSize=1.36 GB, max=1.36 GB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=59, evicted=0, evictedPerRun=0.0
2025-06-17T08:59:25,080 INFO  [4fdf0e11b739:16020Replication Statistics #0] regionserver.Replication: Global stats: WAL Edits Buffer Used=0B, Limit=268435456B

2025-06-17T09:04:16,418 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=1.03 MB, freeSize=1.36 GB, max=1.36 GB, blockCount=2, accesses=2, hits=0, hitRatio=0, cachingAccesses=2, cachingHits=0, cachingHitsRatio=0,evictions=89, evicted=0, evictedPerRun=0.0
2025-06-17T09:04:25,081 INFO  [4fdf0e11b739:16020Replication Statistics #0] regionserver.Replication: Global stats: WAL Edits Buffer Used=0B, Limit=268435456B

2025-06-17T09:09:16,431 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=1.03 MB, freeSize=1.36 GB, max=1.36 GB, blockCount=2, accesses=4, hits=2, hitRatio=50.00%, , cachingAccesses=4, cachingHits=2, cachingHitsRatio=50.00%, evictions=119, evicted=0, evictedPerRun=0.0
2025-06-17T09:09:25,087 INFO  [4fdf0e11b739:16020Replication Statistics #0] regionserver.Replication: Global stats: WAL Edits Buffer Used=0B, Limit=268435456B

